customerID	atm_trn_cnt_1	atm_trn_cnt	bt_trn_cnt_1	bt_trn_cnt	chq_trn_cnt_1	chq_trn_cnt	cc_trn_cnt_1	cc_trn_cnt	elt_trn_cnt_1	elt_trn_cnt	ht_trn_cnt_1	ht_trn_cnt	it_trn_cnt	it_trn_cnt_1	pos_trn_cnt_1	pos_trn_cnt	trd_trn_cnt_1	trd_trn_cnt	cc_clos	acc_credit	acc_funds	arrear_ind	cc_appr_amt	cc_avg_bal	cc_avg_bal_1	cc_min_bal	chq_acc_ind	cust_age	days_brtday	cc_ea_open_mth	sa_ea_open_mth	tr_ea_open_mth	enq_trn_cnt	equity_amt	gender	recency	fol_l_clos_mth	fol_l_open_mth	reject	sa_la_clos_mth	sa_la_open_mth	tr_la_clos_mth	tr_la_open_mth	cust_class	dep_max_amt	ch_addr	ch_marital	npv_savings	npv_trans	depos_count	joint_acc_cnt	prod_count	sav_acc_count	tra_acc_count	wthdr_count	avg_bal	title	eqity_secur	rel_age	sav_avg_bal_1	sav_avg_bal	avg_bal_1	npv_total	tra_avg_bal_1	tra_avg_bal	tr_min_bal	tra_auth_no	tra_auth_yes	call_enq_cnt	call_trn_cnt_1	call_trn_cnt	Change_In_ATM_TR
39214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	5223.03	N	5000	0	0	0	Y	42	165	163	-1	171	0	0	M	107	36	107	-1	-1	-1	-1	171	2	0	-1	-1	0	-51	0	1	2	0	1	0	227.86	MR	0	168	0	0	247	-62.43	247	227.86	223.03	-1	-1	0	0	0	
5006862	10	9	10	4	0	0	9	39	25	53	0	0	0	0	10	5	10	4	0	173000	173000	N	6000	-1693.74	-1727	-804.93	N	26	68	4	-1	-1	0	-138827.62	F	4	-1	3	-1	-1	-1	-1	-1	21	707.1	-1	-1	0	0	7	1	2	0	0	55	-132502.25	MRS	0	4	0	0	-132530	4216.81	0	0	0	-1	-1	0	0	0	-10
3508814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	3500	N	3500	0	0	0	N	41	287	124	-1	-1	0	0	F	124	103	138	-1	-1	-1	-1	-1	0	0	-1	-1	0	0	0	1	1	0	0	0	0	MRS	0	136	0	0	0	-11.43	0	0	0	-1	-1	0	0	0	
2752313	2	7	10	0	0	0	10	3	4	24	0	0	0	0	10	14	10	0	0	5000	23164.82	N	5000	-532.73	-546	0	N	54	215	51	-1	184	0	-538.26	M	16	32	39	-1	-1	-1	-1	184	6	679.55	-1	-1	0	104	5	0	3	0	1	23	17733.67	MR	0	181	0	0	17748	172.28	2552	2534.32	1662.08	8	5	0	0	0	250
1701116	0	0	0	0	0	0	12	8	12	8	0	0	0	0	0	0	0	0	0	2500	2500	N	2500	-413.98	-416	-151.24	N	53	276	231	-1	-1	0	-260.35	M	231	-1	-1	-1	-1	-1	-1	-1	0	471.03	-1	-1	0	0	1	1	1	0	0	7	-413.98	UNKNOWN	0	227	0	0	-416	-11.43	0	0	0	-1	-1	0	0	0	
446819	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2500	2500	N	2500	-1065.59	-1072	-1013.49	N	52	219	268	-1	-1	0	-1013.49	F	268	-1	-1	-1	-1	-1	-1	-1	28	100	-1	-1	0	0	1	0	1	0	0	0	-1065.59	UNKNOWN	0	263	0	0	-1072	38	0	0	0	-1	-1	0	0	0	
2959412	10	1	10	2	9	1	1	0	10	1	10	4	0	10	0	0	4	3	0	172000	172002.61	N	2000	199.71	213	237.61	Y	45	90	21	-1	-1	2	-108035.04	M	21	-1	-1	-1	-1	-1	-1	-1	7	23882.53	-1	-1	0	0	6	1	2	0	0	6	-116373.29	MR	0	20	0	0	-116362	3757.08	0	0	0	-1	-1	0	3	0	-90
3709413	21	1	18	3	0	0	12	1	29	13	0	0	0	0	23	11	18	3	0	6000	6279.15	N	2000	-776.92	-762	-772.96	N	28	354	22	-1	49	0	-1793.08	M	22	27	27	-1	-1	-1	-1	49	16	1000	-1	-1	0	-226.2	3	0	3	0	1	13	-1641.44	MR	0	48	0	0	-1622	-184.06	286	277.46	-13.08	-1	-1	0	0	0	-95.23809524
2768618	1	10	10	0	20	1	5	3	11	18	68	88	18	10	14	5	18	1	0	56500	56500	N	2000	-1481.37	-1486	-1391.48	Y	49	129	25	-1	201	68	-56603.18	M	25	12	111	-1	-1	-1	11	95	12	428.31	-1	-1	0	-51	4	1	3	0	1	19	-56274.64	MR	0	272	0	0	-56278	1167.92	68	73.18	-81.12	8	5	0	9	0	900
4811924	5	23	23	0	0	0	53	54	70	80	10	7	0	0	10	3	23	0	0	115000	115000	N	5000	-4851.63	-4873	-3923.52	N	38	174	11	-1	-1	0	-114050.67	F	11	10	10	-1	-1	-1	-1	-1	38	1837.43	-1	-1	0	0	10	1	2	0	0	83	-113993.7	MRS	0	164	0	0	-114014	5177.64	0	0	0	-1	-1	0	23	0	360
825415	10	12	11	2	0	0	0	0	10	14	0	0	0	0	10	2	11	2	0	2500	2505.8	N	2500	-2416.64	-2423	-2342.74	N	40	20	50	-1	60	0	-2381.74	F	50	-1	-1	-1	-1	-1	-1	60	38	371.2	-1	-1	0	-208.3	7	0	2	0	1	15	-2347.88	MRS	0	58	0	0	-2353	-23.3	69	68.76	1.19	-1	-1	0	0	0	20
4682417	24	10	3	5	0	0	3	6	34	21	10	9	0	0	10	4	3	5	0	176500	179532.29	N	2500	-881.66	-872	-384.15	N	26	144	66	-1	145	9	47342.61	M	35	-1	35	-1	-1	-1	-1	132	16	1800	-1	-1	0	53	11	0	3	0	2	21	-150993.95	MR	0.24	142	0	0	-150990	1529.62	2345	2332.98	1296.1	-1	-1	0	11	0	-58.33333333
1303814	13	2	10	4	10	0	47	49	54	55	0	0	0	0	10	3	10	4	0	109900	109900	N	5000	-4630.2	-4647	-963.08	Y	33	294	12	-1	-1	0	-107554.19	M	2	2	2	-1	-1	-1	-1	-1	9	4536.95	-1	-1	0	0	5	1	3	0	0	56	-106842.5	MR	0	48	0	0	-106863	6207.18	0	0	0	-1	-1	0	0	0	-84.61538462
4630912	10	2	10	0	0	0	10	0	12	2	10	0	0	0	0	0	10	0	0	4500	76737.37	N	4500	0.4	-5	0.49	N	51	234	5	-1	66	0	0.38	F	5	-1	-1	-1	-1	-1	-1	66	0	308.6	-1	5	0	1312.47	4	1	3	0	1	2	72327.52	MRS	0	64	0	0	72320	1358.43	7324	7327.12	6743.23	66	0	0	0	0	-80
2542112	10	1	10	4	1	4	2	1	10	7	10	1	0	10	10	5	10	8	0	4000	106472.42	N	4000	-40.96	-34	0.01	Y	52	230	49	-1	192	0	0.01	F	2	61	148	-1	-1	-1	-1	7	36	576.38	-1	-1	0	-34.87	2	1	3	0	3	11	102462.77	MISS	0	188	0	0	102478	481.31	6841	6817.51	6022.19	9	6	0	0	0	-90
226919	0	0	10	1	0	0	7	4	7	4	0	0	0	0	0	0	10	1	0	5000	5000	N	5000	-499.06	-507	0	N	41	92	110	-1	-1	0	-680.69	M	110	-1	-1	-1	-1	-1	-1	-1	22	1213.71	7	-1	0	0	1	0	1	0	0	4	-499.06	UNKNOWN	0	108	0	0	-507	-11.43	0	0	0	-1	-1	0	0	0	
3670616	6	2	10	1	0	0	10	1	8	6	0	0	0	0	6	3	10	1	0	1000	1000	Y	2000	-1003.18	-1016	-970.52	N	48	165	55	-1	58	0	-1013.01	M	52	10	58	-1	-1	-1	-1	58	0	371.9	-1	-1	0	-208.3	2	1	2	0	1	9	-953.73	MR	0	57	0	0	-950	-170.3	59	49.45	-117.49	57	10	0	0	0	-66.66666667
1436315	0	0	9	0	0	0	10	0	10	0	0	0	0	0	0	0	9	0	0	500	500	N	2000	-41.07	-24	-41.07	N	29	99	126	-1	-1	0	-41.07	F	43	-1	-1	-1	-1	-1	-1	-1	3	0	10	-1	0	0	0	0	1	0	0	0	-41.07	UNKNOWN	0	124	0	0	-24	-11.43	0	0	0	-1	8	0	0	0	
4430219	0	0	10	7	0	0	11	3	11	3	0	0	0	0	0	0	10	7	0	5000	38202.25	N	5000	-576.8	-563	-25.12	N	26	62	18	74	84	0	-25.12	F	0	-1	-1	-1	-1	0	-1	84	11	30000	-1	-1	647.74	-161.13	6	0	3	2	1	5	32089.13	MISS	0	82	31999	32019.31	32068	496.25	640	646.62	461.95	-1	-1	0	0	0	
2400210	0	0	10	1	0	0	10	3	10	3	0	0	0	0	0	0	10	1	0	5000	6753.59	N	5000	-618.33	-636	-449.99	N	36	102	9	-1	93	0	-539.94	F	9	-1	-1	-1	-1	-1	-1	93	37	400	-1	9	0	13.95	3	0	2	0	1	4	856.09	MRS	0	91	0	0	853	-60.5	1489	1474.42	1272.1	-1	-1	0	0	0	
136613	9	1	2	2	10	1	2	4	6	6	0	0	0	0	10	1	10	3	0	2500	11114.1	N	2500	-1407.55	-1425	-82.18	Y	49	283	282	-1	141	0	-82.18	M	141	-1	-1	-1	-1	-1	-1	141	36	1558.45	-1	-1	0	304.5	4	1	2	0	1	9	7824.38	UNKNOWN	0	277	0	0	7812	342.5	9226	9231.93	8611.93	-1	-1	0	0	0	-88.88888889
1443149	10	8	10	6	10	2	2	2	9	11	0	0	0	0	8	1	10	8	0	61500	61577.52	N	2000	-989.76	-989	-222.95	Y	35	329	46	-1	77	0	-22641.35	F	46	-1	-1	-1	-1	-1	-1	77	21	1548.59	-1	-1	0	-161.13	7	1	3	0	1	13	-22900.14	UNKNOWN	0	127	0	0	-22918	299.12	52	34.69	-16.41	-1	-1	0	0	0	-20
1668818	14	8	10	11	0	0	11	23	17	31	0	0	0	0	0	0	10	11	0	51000	52198.15	N	2000	-749.13	-753	-192.27	N	31	127	23	-1	97	0	-50535.57	F	4	-1	3	-1	-1	-1	-1	30	14	2309.68	-1	-1	0	-371.56	11	1	3	0	2	37	-49640.4	UNKNOWN	0	95	0	0	-49664	1955.95	841	842.55	262.72	-1	-1	0	0	0	-42.85714286
3172711	10	6	6	2	0	0	22	15	13	21	10	10	0	0	10	0	6	2	0	7000	11372.53	N	2000	-246.96	-241	-131.32	N	27	59	10	17	84	8	-4943.71	F	3	-1	4	-1	-1	17	22	22	10	556.8	-1	4	-2.35	-253.31	4	0	4	1	1	23	-215.82	MISS	0	82	4703	4720.93	-235	-388.66	105	113.46	-4.03	-1	-1	1	10	0	-40
4737413	2	14	0	0	17	2	32	43	43	57	38	57	0	0	0	0	17	2	0	142950	142950	N	5000	-4899.2	-4911	-4636	Y	36	290	16	38	48	39	-117975.27	F	5	-1	5	-1	18	38	9	48	12	1452.74	5	5	0	0	10	0	3	0	0	60	-118727.94	MS	0	47	0	0	-118739	5047.48	0	0	0	-1	-1	0	15	0	600
4320418	2	6	6	1	10	3	10	30	23	40	9	29	0	0	17	4	3	4	0	1000	62452.32	N	2000	-0.47	8	641.59	Y	27	242	45	32	33	19	-252.54	F	32	-1	-1	-1	-1	32	-1	32	17	17300	-1	-1	498	1643.82	4	2	4	1	2	44	63173.37	MRS	0	43	42756	42761.56	63161	2158.95	8598	8610.25	837.56	36	5	0	21	0	200
3816119	0	0	6	0	0	0	10	1	10	1	10	1	0	0	0	0	6	0	0	1000	1000	N	2000	-516.67	-524	0	N	28	310	62	-1	-1	0	0	F	45	7	45	-1	-1	-1	-1	-1	12	648.55	-1	-1	0	0	1	0	1	0	0	1	-516.67	MRS	0	61	0	0	-524	2.75	0	0	0	-1	-1	0	0	0	
1679013	0	0	10	0	0	0	11	1	11	1	0	0	0	0	0	0	10	0	0	2000	2000	N	2000	-46.86	-30	-40	N	25	93	48	-1	57	0	-58.95	F	48	-1	-1	-1	-1	-1	10	57	1	0	-1	-1	0	0	0	0	1	0	0	1	-46.86	UNKNOWN	0	55	0	0	-30	-11.43	0	0	0	-1	-1	0	0	0	
4394617	8	0	7	3	8	1	10	0	2	0	0	0	0	0	0	0	15	4	0	3000	13883.75	N	3000	-74.71	-78	0.4	Y	39	165	19	87	62	0	0.13	M	19	-1	-1	-1	-1	87	-1	62	18	8170.55	-1	-1	-2	1628.03	2	0	3	1	1	2	10170.72	MR	0	85	96	120.34	10155	1595.75	10111	10125.09	4540.16	-1	-1	0	0	0	-100
4973316	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5000	5000	N	5000	-0.2	15	0	Y	39	255	7	-1	-1	0	-0.22	F	7	-1	-1	-1	-1	-1	-1	-1	4	0	-1	-1	0	0	0	1	2	0	0	0	-0.2	MRS	0	8	0	0	15	-139.96	0	0	0	-1	-1	0	0	0	
3718149	10	6	0	8	19	0	16	23	22	31	13	3	0	0	10	2	13	8	0	117250	117250	N	2000	-5091.14	-5086	-18.1	Y	36	205	34	-1	-1	3	-114923.51	M	27	34	34	-1	-1	-1	-1	-1	36	8470.18	-1	-1	0	0	3	1	2	0	0	35	-119786.92	MR	0	103	0	0	-119765	3490.91	0	0	0	-1	-1	0	15	0	-40
330217	0	0	10	9	0	0	10	5	10	5	0	0	0	0	0	0	10	9	0	2000	2001.32	N	2000	-2086.92	-2076	-1989.52	N	37	204	178	-1	18	0	-2129.97	M	18	-1	-1	-1	-1	-1	-1	18	8	308.6	-1	-1	0	-506.62	9	1	2	0	2	11	-2084.17	UNKNOWN	0	174	0	0	-2074	-321.62	5	2.75	-7.51	17	9	0	0	0	
1565315	10	0	4	5	10	4	13	9	13	14	0	0	0	0	10	5	6	9	0	4500	13253.81	N	4500	-504.2	-493	-237.74	Y	51	178	297	139	102	0	-525.11	M	1	-1	-1	-1	1	139	-1	1	10	2233.75	-1	-1	-2	277.54	8	4	2	0	2	25	6550.3	UNKNOWN	0	292	584	577.31	6559	266.86	6484	6477.19	4816.37	1	1	0	0	0	-100
259412	15	1	3	0	0	0	14	0	15	1	0	0	0	0	0	0	3	0	0	5000	5480.38	N	5000	0	15	0	Y	42	197	131	-1	63	0	0	M	63	-1	-1	-1	-1	-1	-1	63	3	0	-1	-1	0	-186.82	0	1	2	0	1	1	757.16	UNKNOWN	0	128	0	0	764	-198.25	764	757.16	480.38	-1	-1	0	0	0	-93.33333333
4608413	10	6	14	5	0	0	2	25	10	33	0	0	0	0	10	2	14	5	0	113000	113000	N	3000	-1678.88	-1698	1100.2	N	46	229	4	-1	67	0	-95582.36	F	4	4	4	-1	-1	-1	3	67	11	2774.26	-1	-1	0	0	10	1	2	0	0	36	-92048.05	MRS	0	66	0	0	-92036	4216.81	50	0	0	-1	-1	0	0	0	-40
3211416	3	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1000	2259.99	N	2000	0	0	0	N	31	281	3	-1	56	0	0	M	3	-1	-1	-1	-1	-1	-1	56	13	668.86	5	3	0	544.69	1	1	2	0	1	3	2120.18	MR	0	55	0	0	2101	418.65	2101	2120.18	1259.99	-1	-1	0	0	0	-66.66666667
2707314	0	0	10	2	0	0	3	0	3	0	0	0	0	0	0	0	10	2	0	185000	189420.07	N	5000	0.47	1	0.47	N	50	322	113	-1	51	0	195184.95	M	2	2	19	-1	-1	-1	-1	2	7	515	-1	-1	0	3.01	4	1	3	0	3	1	-163004.83	MR	0.54	111	0	0	-162987	863.28	3949	3970.14	3200.43	50	7	0	0	0	
1672118	0	0	3	2	10	1	34	33	34	34	0	0	0	0	10	1	10	3	0	4000	15475.21	N	4000	-2059.44	-2059	-784.68	Y	41	271	87	-1	161	0	-2401.22	M	0	-1	-1	-1	-1	-1	-1	87	0	6912.52	-1	-1	0	244.99	4	3	3	0	2	35	5289.53	UNKNOWN	0	86	0	0	5273	382.24	4651	4673.16	4419.39	-1	-1	0	0	0	
4607917	0	0	2	4	0	0	10	4	10	4	0	0	0	0	0	0	2	4	0	500	514.45	N	2000	-95.07	-91	0.04	N	51	189	55	-1	21	0	-151.8	F	21	67	251	-1	-1	-1	-1	21	3	326.7	8	-1	0	-253.31	2	0	2	0	1	8	95.1	UNKNOWN	0	53	0	0	113	-264.74	209	190.17	3.75	-1	-1	0	0	0	
1814512	25	14	9	5	0	0	14	30	35	51	11	0	0	0	7	6	9	5	0	6500	8831.73	N	6500	-2722.77	-2715	-2201.55	N	46	201	64	54	113	0	-3470.46	F	12	56	98	-1	-1	54	-1	12	8	1565.79	-1	-1	-2	-339.37	15	1	3	1	2	57	-239.85	MRS	0	111	970	968.87	-226	-156.37	1530	1514.05	218.63	-1	-1	0	0	0	-44
1448915	10	1	10	4	0	0	2	14	4	21	0	0	0	0	10	6	10	4	0	81500	81500	N	6500	-802.19	-789	-301.6	N	48	294	70	-1	92	0	-58993.51	M	26	11	11	-1	-1	-1	-1	92	0	1651.78	-1	-1	0	0	4	2	2	0	0	23	-59066.4	UNKNOWN	0	90	0	0	-59055	1091.29	0	0	0	-1	-1	0	0	0	-90
4695610	29	9	15	1	0	0	16	1	33	15	0	0	0	0	12	5	15	1	0	4000	55386.91	N	4000	-25.91	-4	0	N	26	258	27	37	14	0	-78.84	M	11	3	11	-1	32	37	11	11	4	2348.52	-1	-1	0	4424.85	1	0	2	0	1	16	51071.64	MR	0	26	0	0	51051	4403.39	51075	51097.55	50091.88	-1	-1	0	0	0	-68.96551724
3133619	2	19	10	5	0	0	10	7	67	69	3	19	0	0	48	43	10	5	0	1000	1639.3	N	2000	0	0	0	N	30	20	0	-1	47	17	0	M	0	-1	-1	-1	-1	-1	-1	3	2	1211.14	4	0	0	-514.57	9	1	2	0	2	77	870.18	MR	0	46	0	0	880	-640.61	880	870.18	62.08	7	2	0	10	0	850
3431114	4	3	13	1	0	0	15	1	17	4	10	9	0	0	0	0	13	1	0	2000	6254.12	N	2000	-218.53	-221	0	N	50	285	46	74	84	5	-9.34	F	46	-1	-1	-1	-1	74	-1	84	26	868.22	-1	-1	-2	23.52	3	0	3	1	1	7	4804.23	MS	0	82	3697	3702.41	4799	10.09	1319	1320.35	378.4	-1	-1	0	14	0	-25
3638310	19	5	3	1	0	0	10	10	5	15	0	0	0	0	9	0	3	1	0	2000	2479.15	N	2000	-1332.79	-1315	-954.05	N	24	294	18	-1	86	0	-1326.19	M	18	31	63	-1	-1	-1	-1	86	0	986.66	-1	-1	0	-130.51	6	0	2	0	1	15	-911.33	MR	0	85	0	0	-896	-21.59	422	421.46	12.13	-1	-1	0	0	0	-73.68421053
434011	19	3	10	10	11	20	59	67	66	72	10	8	0	0	15	2	19	30	0	116860	125028.16	N	5000	-1920.96	-1919	-1175.86	Y	30	12	40	-1	25	4	-85404.82	F	1	-1	7	-1	-1	-1	-1	1	8	1981.32	-1	-1	0	1596.5	22	6	3	0	2	95	-77388	UNKNOWN	0	39	0	0	-77402	3019.73	7229	7216.02	5024.83	1	-1	0	0	0	-84.21052632
946607	2	16	15	0	0	0	10	3	23	34	10	8	0	0	13	15	15	0	0	2000	22787.52	N	2000	-3.08	10	-3.08	Y	30	57	118	-1	118	4	-3.08	F	118	-1	-1	-1	-1	-1	-1	118	16	4109	-1	-1	0	702	1	0	2	0	1	38	22419.58	MISS	0	116	0	0	22400	690.57	22403	22422.66	20787.52	80	8	0	0	0	700
3017089	10	2	10	5	2	5	10	0	10	12	10	21	0	0	10	10	1	10	0	10000	98746.95	N	10000	-388.73	-369	-271.4	Y	28	167	10	0	30	15	-273.17	F	0	-1	-1	-1	-1	0	-1	30	13	110531.92	1	-1	996.12	685.86	6	1	3	1	1	23	42812.61	MRS	0	29	38479	38479.3	42799	1555.94	4704	4722.04	2839.66	-1	6	0	0	0	-80
1439219	16	6	10	3	0	0	0	14	18	24	0	0	0	0	11	4	10	3	0	1500	1549.47	N	2000	4.28	7	398.15	N	29	84	93	-1	88	0	-718.71	F	88	-1	-1	-1	-1	-1	-1	88	3	675.2	-1	-1	0	-130.51	7	0	2	0	1	24	96.84	UNKNOWN	0	91	0	0	103	-141.94	104	92.56	1.16	-1	-1	0	0	0	-62.5
3977317	2	6	16	3	0	0	0	0	7	10	10	16	0	0	1	4	16	3	0	0	3.7	N	2000	0	0	0	N	18	55	6	11	4	16	0	F	4	-1	-1	4	-1	11	-1	4	18	295.04	1	0	-43.42	-288.37	4	1	2	1	1	11	6.76	MRS	0	11	-1	-11	16	-331.79	41	17.76	0.92	-1	-1	1	10	0	200
2965911	5	4	10	0	10	6	11	0	13	6	4	15	2	10	12	1	7	6	0	115000	115000	N	5000	-1.07	8	0	Y	45	225	30	-1	-1	11	-68247.19	M	30	-1	-1	-1	-1	-1	-1	-1	36	1093.68	-1	-1	0	0	5	1	2	0	0	14	-67788.1	MR	0	30	0	0	-67806	2896.67	0	0	0	-1	-1	0	23	0	-20
1003213	8	0	20	3	0	0	9	0	6	0	0	0	0	0	5	0	20	3	0	3000	3000	N	3000	-2317.84	-2296	-2288.52	N	37	346	86	-1	24	0	-2316.2	M	24	2	24	-1	-1	-1	1	24	29	55	-1	-1	0	-253.31	2	0	1	0	0	1	-2328.17	MR	0	91	0	0	-2304	-68.31	1	-10.33	-54.4	-1	-1	0	0	0	-100
281624	0	0	10	5	0	0	10	6	7	7	0	0	0	0	21	1	10	5	0	1000	127681.79	N	2000	-182.18	-177	4.64	N	35	83	185	142	242	0	-702.78	F	7	-1	-1	-1	0	142	-1	242	7	610.52	-1	-1	-2	-51	3	0	3	0	1	10	126191.36	UNKNOWN	0	238	583	569.59	126171	373.43	662	667.86	523.07	7	4	0	0	0	
1840412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3000	N	3000	0	0	0	N	47	151	126	-1	-1	0	0	M	64	57	64	-1	-1	-1	-1	-1	0	0	9	-1	0	0	0	0	1	0	0	0	0	MR	0	124	0	0	0	-11.43	0	0	0	-1	-1	0	0	0	
4844416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13000	13000	N	7000	0	0	0	Y	53	251	123	-1	124	0	0	M	98	51	118	-1	-1	-1	57	124	1	0	-1	-1	0	0	0	1	2	0	0	0	0	MR	0	122	0	0	0	21.07	0	0	0	-1	-1	0	0	0	
272112	11	0	2	5	14	0	1	1	15	4	0	0	0	0	9	3	12	5	0	500	882.3	N	2000	-321.32	-302	-297.73	N	44	111	190	-1	195	0	-327.13	F	37	12	37	-1	-1	-1	5	85	28	498.25	-1	-1	0	-212.13	7	2	2	0	2	9	19.73	UNKNOWN	0	191	0	0	16	-223.56	325	341.05	0.96	-1	-1	0	0	0	-100
4964110	16	0	9	0	0	0	0	0	18	0	9	0	0	0	23	0	9	0	0	0	0	N	2000	0	0	0	N	18	31	11	-1	8	0	0	M	8	-1	-1	6	-1	-1	-1	8	32	0	-1	-1	0	-288.37	0	0	1	0	1	0	-54.4	MR	0	10	0	0	-33	-288.37	-33	-54.4	-55.19	-1	-1	0	0	0	-100
